setup	242100708469
query	7355216231256
MAP	0.29199741357937403

query	time
51	183271371027
52	182416160932
53	181651979243
54	182832118364
55	182254573766
56	181801940531
57	190205148222
58	182073235236
59	182748323275
60	181418218923
61	193810247622
62	181869975834
63	184131714291
64	190495748099
65	181229287485
66	182588748186
67	181639214892
68	181772404110
69	191388243711
70	183098024172
71	181494624514
72	183086278548
73	183234192402
74	181764400292
75	182704437643
76	182038346535
77	192673565684
78	190885641643
79	181986475017
80	190172168913
81	182528942023
82	182018256881
83	181762492110
84	183231338526
85	181749936947
86	181725030888
87	181150287179
88	182207644250
89	182244690967
90	181678425311
