setup	351142752974
query	3978977303
MAP	0.29199741357937403

query	time
51	3159805
52	21538267
53	7906063
54	33497164
55	40368228
56	59673123
57	261352
58	9795920
59	38492423
60	13597853
61	36311220
62	19196249
63	14382382
64	428868
65	99840875
66	60911329
67	50783299
68	25921076
69	40565946
70	828658
71	6131036
72	7653883
73	94308497
74	30619779
75	4675239
76	34791866
77	553225
78	491952
79	81189639
80	19591857
81	42048466
82	14945917
83	115002725
84	73377694
85	55770029
86	41161061
87	111792804
88	74107289
89	134184338
90	132345292
