setup	354402640230
query	4140561820
MAP	0.29199741357937403

query	time
51	3046193
52	22089744
53	4327245
54	36107230
55	40405230
56	59247994
57	239771
58	10224534
59	39797805
60	13260162
61	36117754
62	19740643
63	14998582
64	484624
65	104757583
66	62866120
67	49056446
68	25881211
69	41803945
70	809927
71	6407830
72	8205497
73	95887851
74	31374801
75	4439906
76	33945949
77	581161
78	529682
79	85084008
80	20225451
81	45327350
82	15640963
83	129804367
84	81345862
85	55140621
86	38773759
87	116950670
88	72865715
89	141408858
90	134341464
