setup	256608538586
query	7388720914
MAP	0.29199741357937403

query	time
51	2289378
52	19030339
53	3228972
54	35868526
55	35781400
56	46223260
57	167307
58	7527172
59	38549716
60	10751956
61	29109510
62	15020627
63	12428297
64	463309
65	82135419
66	49976319
67	39575788
68	22029756
69	33125571
70	691197
71	5401029
72	9296772
73	81643624
74	24995036
75	3393147
76	30402665
77	522777
78	393132
79	71792021
80	15691904
81	40049779
82	12449009
83	159096569
84	62588262
85	47137321
86	40709085
87	97775032
88	63392766
89	115192111
90	109551309
