setup	264593065163
query	3677951807
MAP	0.29199741357937403

query	time
51	2268066
52	17486499
53	3464562
54	29154796
55	34587748
56	47496427
57	185370
58	8035365
59	43434938
60	11344202
61	28640237
62	14948617
63	11442984
64	464342
65	84348179
66	56459889
67	42586575
68	20325694
69	32612515
70	652956
71	4877084
72	6124366
73	80631465
74	25200087
75	3510041
76	34465909
77	722550
78	414324
79	66138560
80	15488562
81	34868044
82	12493937
83	121538005
84	61597913
85	47278304
86	39353512
87	92853571
88	59640416
89	120151651
90	104152332
