setup	356526731197
query	3965744685
MAP	0.29199741357937403

query	time
51	2975503
52	22296352
53	8193758
54	40018671
55	41671065
56	60043789
57	229294
58	9833782
59	38003228
60	13615465
61	37093213
62	20613878
63	15305521
64	437179
65	104374484
66	63899680
67	53044712
68	27810046
69	41003411
70	797713
71	6362497
72	7478714
73	97768990
74	31141504
75	4570238
76	34071687
77	554712
78	512169
79	83180715
80	20435514
81	42460300
82	22267987
83	114738285
84	77151444
85	56634610
86	38468121
87	115349229
88	75937480
89	139842344
90	133253485
