setup	353639714159
query	3959497840
MAP	0.29199741357937403

query	time
51	3001785
52	22466159
53	4365214
54	32675579
55	50375154
56	58401750
57	233789
58	10607220
59	38748115
60	13259893
61	35508435
62	19741272
63	14600396
64	432122
65	101530258
66	61809495
67	49424555
68	34937731
69	39827685
70	803210
71	6228304
72	7371433
73	94955438
74	30819665
75	4330963
76	34913046
77	524650
78	485562
79	83217857
80	22619992
81	45626939
82	19256500
83	112973125
84	74625020
85	56174361
86	44530357
87	112070093
88	77663556
89	139173798
90	130332448
