setup	257246877397
query	3672715482
MAP	0.29199741357937403

query	time
51	2419837
52	19684919
53	3406523
54	26767502
55	33604196
56	48354845
57	186725
58	8431824
59	34272934
60	11067983
61	29022636
62	15150600
63	11768446
64	339172
65	83429765
66	50318416
67	42552386
68	21950699
69	32101336
70	680647
71	5929710
72	6023489
73	81344749
74	26342199
75	3443695
76	28490226
77	566545
78	434987
79	66231141
80	15975741
81	34250003
82	12666111
83	117971800
84	63135359
85	45674308
86	30951908
87	101709618
88	67445114
89	119614804
90	103649100
